CRASH_NUM,Year,latitude,longitude,adt,Alignment,Location type,Occupant,Vehicle type,Driver injury
LA18_201801294001290017,2018,31.285338,-92.4275,4700,Straight,Business,Single,Van,No Injury
LA18_201802024001020019,2018,31.281958,-92.477963,24000,Straight,Business,Single,Suv,No Injury
LA18_201802074001070027,2018,31.291248,-92.4772,40900,Straight,Business,Single,Truck/Trailer,No Injury
LA18_201802161701002043,2018,30.44938,-91.185783,4200,Straight,Business,Two or more,Passenger Car,No Injury
LA18_201802211701002247,2018,30.46778,-91.168037,6700,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201802214001210017,2018,31.298692,-92.450437,14900,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201803014001010035,2018,31.291924,-92.451653,7300,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201803031701002713,2018,30.391585,-91.162113,29200,Straight,Business,Single,Passenger Car,No Injury
LA18_201803041701002733,2018,30.407274,-91.102119,32500,Straight,Business,Two or more,Passenger Car,No Injury
LA18_201803074001070028,2018,31.26835,-92.457993,20900,Straight,Business,Two or more,Van,No Injury
LA18_201803091701003028,2018,30.520962,-91.179309,15200,Straight,Business,Single,Passenger Car,No Injury
LA18_201803151701003331,2018,30.433913,-91.082182,57300,Straight,Business,Single,Passenger Car,No Injury
LA18_201803161701003411,2018,30.521806,-91.14535,32400,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201803171702000430,2018,30.428532,-91.0562,114400,Straight,Business,Single,Passenger Car,No Injury
LA18_201803191701003526,2018,30.492907,-91.155471,12700,Straight,Business,Single,Truck/Trailer,No Injury
LA18_201803201701003591,2018,30.394934,-91.109579,24100,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201803204001200049,2018,31.305822,-92.464513,5100,Straight,Business,Single,Passenger Car,No Injury
LA18_201803223202000152,2018,30.61748,-90.616324,1840,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201803271701003973,2018,30.449052,-91.190381,10800,Straight,Manufacturing Or Industrial,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201803301701004139,2018,30.466491,-91.105501,44200,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201803301701004155,2018,30.463512,-91.027303,23800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201804044001040032,2018,31.286134,-92.474892,24000,Straight,Business,Two or more,Passenger Car,No Injury
LA18_201804094001090050,2018,31.290249,-92.414297,9600,Straight,Residential,Two or more,Suv,No Injury
LA18_201804094001090050,2018,31.290249,-92.414297,9600,Straight,Residential,Two or more,Suv,No Injury
LA18_201804181701005075,2018,30.450551,-91.147541,21700,Straight,Business,Single,Other,No Injury
LA18_201804181702000609,2018,30.653961,-91.251825,2200,Straight,Business,Single,Truck/Trailer,No Injury
LA18_201804261701005529,2018,30.444479,-91.140885,11200,Straight,Business,Single,Suv,No Injury
LA18_201804291701005660,2018,30.456619,-91.072603,31000,Straight,Business,Single,Suv,No Injury
LA18_201805011701005777,2018,30.454875,-91.084498,56800,Straight,Business,Single,Truck/Trailer,No Injury
LA18_201805081701006081,2018,30.499772,-91.153055,12700,Straight,Business,Single,Passenger Car,No Injury
LA18_201805121702000745,2018,30.379067,-91.097559,24100,Straight,Business,Two or more,Passenger Car,No Injury
LA18_201805261701007033,2018,30.439542,-91.1873,25000,Straight,Business,Single,Passenger Car,No Injury
LA18_201806011701007300,2018,30.441286,-91.011518,114400,Straight,Business,Single,Other,No Injury
LA18_201806051701007465,2018,30.420536,-91.151693,27400,Straight,Business,Single,Passenger Car,No Injury
LA18_201806131701007835,2018,30.443326,-91.187511,11200,Straight,Manufacturing Or Industrial,Single,Other,No Injury
LA18_201806144001130037,2018,31.313963,-92.480749,970,Straight,Business,Single,Suv,No Injury
LA18_201806201701008122,2018,30.433577,-91.11142,20600,Straight,Business,Single,Passenger Car,No Injury
LA18_201806274001270024,2018,31.278956,-92.447289,19200,Straight,Business,Single,Truck/Trailer,No Injury
LA18_201807024001020018,2018,31.286481,-92.451037,6500,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201807041701008776,2018,30.391636,-91.090885,49900,Straight,Business,Single,Suv,No Injury
LA18_201807061701008851,2018,30.449799,-91.165909,15900,Straight,Business,Single,Passenger Car,No Injury
LA18_201807131701009187,2018,30.417242,-91.070545,37400,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201807211701009508,2018,30.432904,-91.187446,25000,Straight,Business,Single,Van,No Injury
LA18_201807261701009712,2018,30.417131,-91.089784,25900,Straight,Business,Single,Van,No Injury
LA18_201808041701010108,2018,30.442834,-91.088514,56500,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201808141701010596,2018,30.430826,-91.108945,24200,Straight,Business,Single,Passenger Car,No Injury
LA18_201808231701011101,2018,30.436508,-91.1864,101400,Straight,Manufacturing Or Industrial,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201808291701011354,2018,30.531551,-91.185648,7300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201808301702001316,2018,30.53451,-90.9878,10400,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201808311701011464,2018,30.392799,-91.163501,29200,Straight,Business,Single,Truck/Trailer,No Injury
LA18_201809024001020034,2018,31.285338,-92.427468,4700,Straight,Residential,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201809051702001355,2018,30.384275,-91.0648,124900,Curve,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201809054001050041,2018,31.309729,-92.44893,8800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201809181701012364,2018,30.444552,-91.137493,14500,Straight,Business,Single,Passenger Car,No Injury
LA18_201809241701012663,2018,30.508389,-91.173868,26900,Straight,Business,Single,Other,No Injury
LA18_201809261701012819,2018,30.402256,-91.170612,28200,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201809274001260055,2018,31.303313,-92.485484,2200,Straight,Business,Single,Suv,No Injury
LA18_201809281701012952,2018,30.484515,-91.086334,26900,Straight,Business,Single,Suv,No Injury
LA18_201809291701012975,2018,30.522348,-91.180137,15200,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201810051701013332,2018,30.444493,-91.140124,11200,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201810191701014022,2018,30.416817,-91.089188,25900,Straight,Business,Single,Passenger Car,No Injury
LA18_201810201701014070,2018,30.450143,-91.160303,16500,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201810243202000588,2018,30.355744,-90.850091,12500,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201810291701014527,2018,30.532898,-91.186448,7300,Straight,Business,Two or more,Other,No Injury
LA18_201810301701014597,2018,30.456581,-91.071897,31000,Straight,Business,Single,Suv,No Injury
LA18_201811301701016217,2018,30.40545,-91.102983,32500,Straight,Business,Single,Passenger Car,No Injury
LA18_201812034001030057,2018,31.265104,-92.45322,20900,Straight,Business,Single,Suv,No Injury
LA18_201812051701016435,2018,30.413056,-91.066952,37400,Straight,Business,Single,Other,No Injury
LA18_201812064001060016,2018,31.264606,-92.453626,4900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201812071702001851,2018,30.384301,-91.0649,124900,Straight,Business,Single,Suv,No Injury
LA18_201812081702001863,2018,30.384145,-91.0645,124900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201812111701016715,2018,30.455961,-91.077664,56800,Straight,Business,Single,Passenger Car,No Injury
LA18_201812153202000728,2018,30.557214,-90.690449,900,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201812221701017291,2018,30.465604,-91.16507,8600,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA18_201812301701017572,2018,30.43168,-91.080559,24200,Straight,Business,Single,Passenger Car,No Injury
LA18_201901104001120046,2018,31.2694,-92.485937,24000,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA18_5804719,2018,30.031137,-89.994459,115600,Straight,Open Country,Two or more,Other,No Injury
LA18_6184214,2018,32.402083,-93.844196,18400,Straight,Business,Single,Passenger Car,No Injury
LA18_6209531,2018,32.595945,-93.831252,23800,Straight,Open Country,Single,Truck/Trailer,No Injury
LA18_6227850,2018,32.512769,-93.7498,5800,Straight,Business,Single,Other,No Injury
LA18_6245089,2018,32.443789,-93.718658,23600,Straight,Business,Single,Suv,No Injury
LA18_6366324,2018,32.525543,-93.780069,10400,Straight,Business,Single,Passenger Car,No Injury
LA19190102084205359,2019,30.01416,-90.23996,51700,Straight,Business,Single,Passenger Car,No Injury
LA19190102125414885,2019,30.211494,-92.372064,7700,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190103122931162,2019,32.551291,-93.709691,33400,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190103134238740,2019,29.696997,-90.103594,300,Straight,Open Country,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190104194029883,2019,30.231013,-92.013098,53500,Straight,Business,Single,Suv,No Injury
LA19190105114640544,2019,30.857111,-90.04034,0,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190106070658191,2019,30.536335,-91.759106,1340,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190107053937013,2019,30.254025,-93.013811,5400,Straight,Business,Single,Truck/Trailer,No Injury
LA19190108085658207,2019,30.254028,-93.013811,5400,Straight,Business,Single,Truck/Trailer,No Injury
LA19190108204625890,2019,30.210196,-90.96224,3400,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190109084035660,2019,29.965575,-90.098815,19200,Straight,Business,Single,Passenger Car,No Injury
LA19190109134436278,2019,29.935752,-90.206194,24400,Straight,Business,Single,Passenger Car,No Injury
LA19190111052928347,2019,30.235806,-93.013622,5400,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190111105900219,2019,29.998145,-92.285467,2300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190111153547428,2019,32.802538,-91.179668,1370,Straight,Business,Two or more,Passenger Car,No Injury
LA19190111163210667,2019,29.995022,-90.105283,108700,Straight,Business,Single,Van,No Injury
LA19190113101352388,2019,32.860191,-91.356986,3800,Straight,Residential,Two or more,Truck/Trailer,No Injury
LA19190114035029211,2019,30.363964,-91.260709,33000,Straight,Business,Two or more,Suv,No Injury
LA19190115144940983,2019,32.2529,-93.165609,2800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190116110043192,2019,30.249161,-92.005804,8700,Straight,Business,Single,Suv,No Injury
LA19190117135403806,2019,31.781844,-93.694351,1350,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190118104222955,2019,30.007005,-93.245991,1320,Straight,Residential,Single,Passenger Car,No Injury
LA19190119224546582,2019,30.381136,-91.248813,1240,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190121132214174,2019,31.767764,-93.094148,9900,Straight,Business,Single,Truck/Trailer,No Injury
LA19190121200541206,2019,31.14031,-92.058336,8700,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190122164043821,2019,30.010361,-90.017597,33300,Straight,Business,Single,Van,No Injury
LA19190123080808349,2019,30.194494,-92.091998,7800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190123092535140,2019,30.023241,-90.013787,119500,Straight,Business,Two or more,Passenger Car,No Injury
LA19190123103722716,2019,30.319215,-90.947528,8800,Straight,Business,Single,Suv,No Injury
LA19190124094248403,2019,30.277811,-91.898423,9400,Straight,Business,Single,Passenger Car,No Injury
LA19190125024252526,2019,30.438332,-90.441335,25100,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190125224216477,2019,32.530103,-92.637992,11800,Straight,Business,Single,Suv,No Injury
LA19190128125735710,2019,30.243945,-92.006354,8100,Straight,Business,Single,Suv,No Injury
LA19190128200221350,2019,31.874914,-93.093711,1780,Straight,Open Country,Two or more,Truck/Trailer,No Injury
LA19190130003751330,2019,29.91336,-90.049679,78600,Straight,Business,Single,Truck/Trailer,No Injury
LA19190130073950624,2019,30.000927,-91.819147,8600,Straight,Residential,Single,Passenger Car,No Injury
LA19190201165731703,2019,30.413543,-92.038474,2400,Straight,Business,Two or more,Passenger Car,No Injury
LA19190202132107719,2019,29.909311,-90.144895,4800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190203011710342,2019,32.533164,-92.669097,2900,Straight,Business,Single,Suv,No Injury
LA19190205130848356,2019,30.353063,-91.25907,31700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190205165404832,2019,30.458309,-91.211019,21300,Straight,Business,Two or more,Passenger Car,No Injury
LA19190206123724019,2019,32.528454,-93.714998,16300,Straight,Business,Single,Suv,No Injury
LA19190208100203981,2019,32.441993,-93.745646,18400,Straight,Business,Two or more,Suv,No Injury
LA19190208102109524,2019,29.990575,-90.063199,83000,Straight,Residential,Single,Truck/Trailer,No Injury
LA19190209110347592,2019,30.484479,-90.456873,19800,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190209223813048,2019,32.401457,-93.7763,14000,Other,Business,Single,Passenger Car,No Injury
LA19190211154815900,2019,30.241882,-91.050498,8900,Straight,Business,Single,Truck/Trailer,No Injury
LA19190211172646247,2019,30.069633,-90.703688,4400,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190211214412831,2019,32.505229,-93.697769,28600,Straight,Business,Single,Suv,No Injury
LA19190212191348574,2019,30.519188,-90.482712,21000,Straight,Business,Single,Passenger Car,No Injury
LA19190213171814938,2019,32.543564,-93.824326,10000,Straight,Business,Single,Other,No Injury
LA19190214163100085,2019,32.541092,-92.637998,41800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190215062231270,2019,30.238167,-92.012654,53500,Straight,Business,Single,Passenger Car,No Injury
LA19190215161039421,2019,30.491775,-92.84606,2500,Curve,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190217113001516,2019,32.277723,-92.722351,4200,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190219072020244,2019,32.441779,-93.78104,16100,Straight,Business,Single,Passenger Car,No Injury
LA19190219120326420,2019,30.212156,-92.372299,7700,Straight,Business,Single,Suv,No Injury
LA19190219184626440,2019,29.801023,-90.429264,340,Straight,Residential,Two or more,Other,No Injury
LA19190220072643018,2019,32.532633,-93.503591,4900,Straight,Business,Single,Suv,No Injury
LA19190221045055049,2019,29.799004,-90.822059,18400,Straight,Business,Single,Passenger Car,No Injury
LA19190221065451028,2019,29.995293,-90.182379,39500,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190221081603088,2019,30.174104,-93.249196,27400,Straight,Business,Single,Suv,Injury
LA19190221084714567,2019,29.682627,-91.296692,4229,Straight,Residential,Two or more,Other,No Injury
LA19190221143815993,2019,32.099789,-93.950823,3600,Straight,Business,Single,Truck/Trailer,No Injury
LA19190222030817312,2019,30.280721,-91.90135,2900,Straight,Manufacturing Or Industrial,Single,Suv,No Injury
LA19190223011359298,2019,30.478384,-90.457954,71000,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190223224414813,2019,32.501961,-93.510831,7500,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190224174839928,2019,30.241553,-92.66355,16200,Straight,Business,Two or more,Passenger Car,No Injury
LA19190225091901035,2019,30.191493,-93.218613,14900,Straight,Business,Single,Passenger Car,No Injury
LA19190225183009188,2019,32.40559,-93.696598,23600,Straight,Business,Single,Truck/Trailer,No Injury
LA19190225200126378,2019,30.211946,-92.372315,7700,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190225200126378,2019,30.211946,-92.372315,7700,Straight,Business,Two or more,Passenger Car,No Injury
LA19190226162609234,2019,30.213243,-93.376309,20000,Straight,Business,Two or more,Truck/Trailer,No Injury
LA19190226173751678,2019,30.245869,-90.920772,15900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",Injury
LA19190226195900051,2019,32.487239,-92.103153,6500,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190227080536260,2019,32.41989,-93.763279,46000,Straight,Business,Single,Truck/Trailer,No Injury
LA19190227103731332,2019,30.247344,-90.931301,2800,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190227103731332,2019,30.247344,-90.931301,2800,Straight,Residential,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190227111041731,2019,29.999899,-90.059055,14500,Straight,Business,Single,Passenger Car,No Injury
LA19190227182654304,2019,29.909194,-90.144723,6500,Straight,Business,Two or more,Suv,No Injury
LA19190228054028088,2019,30.533905,-92.089667,23000,Straight,Business,Single,Passenger Car,No Injury
LA19190228103916923,2019,30.07444,-90.500821,14000,Straight,Business,Single,Van,No Injury
LA19190228172737882,2019,29.942301,-90.07323,176900,Straight,Business,Single,Truck/Trailer,No Injury
LA19190228205029685,2019,30.538585,-92.087177,5700,Straight,Business,Two or more,Suv,No Injury
LA19190228222432801,2019,30.452478,-91.205296,4200,Straight,Business,Single,Passenger Car,No Injury
LA19190301185303938,2019,30.452231,-91.210613,4200,Straight,Business,Single,Passenger Car,No Injury
LA19190302104626093,2019,29.591538,-90.724353,22200,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190302113547866,2019,32.530254,-92.637984,11800,Straight,Business,Single,Passenger Car,No Injury
LA19190302142331722,2019,29.943545,-89.966548,27600,Straight,Business,Two or more,Passenger Car,No Injury
LA19190303012140554,2019,32.44192,-93.781211,16000,Straight,Manufacturing Or Industrial,Single,Suv,No Injury
LA19190303105127237,2019,30.641158,-92.40698,3800,Straight,Business,Single,Suv,No Injury
LA19190304062848874,2019,30.170752,-91.980513,16000,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190304123523318,2019,30.518949,-92.070041,34300,Straight,Residential,Single,Suv,No Injury
LA19190304210633643,2019,29.957253,-90.079201,145200,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190305104717267,2019,30.230034,-92.012319,53500,Straight,Business,Single,Other,No Injury
LA19190306005847158,2019,30.038054,-89.975835,115600,Straight,Business,Single,Suv,No Injury
LA19190306074637324,2019,30.949667,-92.186389,2400,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190306075243115,2019,30.009914,-91.82587,4700,Straight,Business,Single,Truck/Trailer,No Injury
LA19190306115518183,2019,29.998174,-92.285466,4600,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190306210719839,2019,30.196015,-92.092021,7800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190307172957543,2019,29.953603,-90.082395,66800,Straight,Business,Single,Passenger Car,No Injury
LA19190307175058066,2019,32.339441,-93.244037,950,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190308094953055,2019,30.211078,-93.218664,14900,Straight,Business,Single,Passenger Car,No Injury
LA19190308163258601,2019,30.072538,-90.495888,35700,Straight,Business,Single,Passenger Car,No Injury
LA19190308182038242,2019,30.214011,-92.364068,4000,Straight,Business,Single,Passenger Car,No Injury
LA19190309130205564,2019,30.848115,-93.289027,32300,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190310084130614,2019,30.469186,-90.113709,26200,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190310193125718,2019,31.752516,-93.062256,1720,Straight,Business,Single,Suv,No Injury
LA19190312090727557,2019,32.624039,-93.888711,3300,Curve,Business,Two or more,Other,No Injury
LA19190312151105882,2019,29.940086,-90.194108,6100,Straight,Business,Single,Suv,No Injury
LA19190313145040745,2019,32.506824,-92.773698,1350,Straight,Residential,Single,Passenger Car,No Injury
LA19190314030242164,2019,29.695558,-91.302752,3600,Straight,Business,Two or more,Suv,No Injury
LA19190314065708957,2019,30.23702,-93.30859,10800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190315140228690,2019,32.500729,-92.099347,10900,Straight,Business,Two or more,Passenger Car,No Injury
LA19190315151929474,2019,32.442,-93.767497,18400,Straight,Business,Single,Suv,No Injury
LA19190317144545465,2019,30.508103,-92.084807,13200,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190318105401374,2019,32.49493,-92.143516,19900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190321130618718,2019,30.244972,-92.013376,53500,Straight,Business,Single,Truck/Trailer,No Injury
LA19190322141657772,2019,32.40309,-93.803448,25100,Straight,Business,Two or more,Other,No Injury
LA19190322153716764,2019,30.213409,-92.373,7700,Straight,Business,Single,Passenger Car,No Injury
LA19190326173548288,2019,32.529552,-92.639252,11800,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190326212058421,2019,29.908614,-90.143682,6500,Straight,Business,Single,Passenger Car,No Injury
LA19190327074439776,2019,30.1454,-92.032525,20800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190327161136653,2019,32.418085,-93.72221,47400,Straight,Manufacturing Or Industrial,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190327161136653,2019,32.418085,-93.72221,47400,Straight,Manufacturing Or Industrial,Single,Passenger Car,No Injury
LA19190329064157015,2019,32.801026,-91.173714,1370,Straight,Residential,Two or more,Passenger Car,No Injury
LA19190329120652554,2019,30.17365,-90.875251,25900,Straight,Business,Single,Suv,No Injury
LA19190329152327785,2019,32.541404,-92.652806,50800,Straight,Business,Single,Truck/Trailer,No Injury
LA19190329164441106,2019,30.182857,-91.989879,51700,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",Injury
LA19190329195019232,2019,30.242764,-92.19304,4400,Straight,Business,Two or more,Truck/Trailer,No Injury
LA19190330094229894,2019,30.297854,-92.048963,10100,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190330102548155,2019,29.93777,-89.944409,34000,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190401070808825,2019,29.996563,-91.805695,21400,Straight,Manufacturing Or Industrial,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190401101042491,2019,30.533563,-90.064701,2200,Straight,Residential,Two or more,Suv,No Injury
LA19190401220701255,2019,29.97298,-92.13588,6300,Straight,Manufacturing Or Industrial,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190403002711853,2019,32.442726,-93.96267,3400,Straight,Business,Single,Truck/Trailer,No Injury
LA19190403081215987,2019,30.394092,-90.089156,27000,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190403101019582,2019,30.042015,-91.808644,1740,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190403202539019,2019,30.281169,-91.227571,10300,Straight,Business,Single,Truck/Trailer,No Injury
LA19190406121942251,2019,31.124708,-92.069694,4200,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190407081618068,2019,32.471165,-93.838918,69700,Curve,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190407133614049,2019,29.99665,-91.825005,11200,Straight,Business,Two or more,Suv,No Injury
LA19190407192555791,2019,32.412784,-93.700748,23600,Straight,Business,Single,Passenger Car,No Injury
LA19190407195434225,2019,32.484529,-92.109493,8300,Straight,Manufacturing Or Industrial,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190408040919698,2019,32.5139,-93.716618,90600,Straight,Business,Single,Passenger Car,No Injury
LA19190408164409794,2019,NA,NA,0,Straight,Other,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190409060515221,2019,30.079538,-90.467565,17734,Straight,Business,Single,Suv,No Injury
LA19190409114455824,2019,32.431347,-93.71146,23600,Straight,Business,Single,Suv,No Injury
LA19190409122752881,2019,32.510521,-92.117657,30200,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190409134944556,2019,32.402859,-93.803447,25100,Straight,Business,Single,Suv,No Injury
LA19190410083132354,2019,31.577447,-93.498847,3400,Straight,Business,Single,Truck/Trailer,No Injury
LA19190411134905147,2019,30.193834,-92.058545,31900,Straight,Business,Single,Suv,No Injury
LA19190411150757626,2019,29.969583,-90.068741,139700,Straight,Business,Single,Passenger Car,No Injury
LA19190412020834503,2019,30.011206,-90.009772,31800,Other,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190412023425701,2019,30.013858,-90.013418,119500,Straight,Other,Single,Truck/Trailer,No Injury
LA19190414115454730,2019,31.130613,-92.061046,8700,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190416055100726,2019,32.553334,-93.62546,19200,Straight,Business,Two or more,Passenger Car,No Injury
LA19190416074147864,2019,30.554506,-91.036384,5100,Straight,Business,Single,Truck/Trailer,No Injury
LA19190416225734088,2019,30.282407,-91.224135,4600,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190417115439593,2019,29.992717,-90.08302,108700,Straight,Open Country,Single,Passenger Car,No Injury
LA19190417212251590,2019,29.96879,-90.05554,23300,Straight,Business,Single,Passenger Car,No Injury
LA19190417215443363,2019,30.491303,-92.850116,2400,Straight,Business,Single,Truck/Trailer,No Injury
LA19190418073252421,2019,32.014549,-93.346359,6000,Straight,Business,Two or more,Suv,No Injury
LA19190418154432324,2019,32.530142,-92.639213,11800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190418160500940,2019,30.402962,-92.214837,4600,Straight,Business,Single,Van,No Injury
LA19190422052821694,2019,29.901578,-90.388399,6900,Straight,Business,Single,Passenger Car,No Injury
LA19190422121813152,2019,30.005612,-91.817495,11900,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190423062020005,2019,32.774541,-91.902813,3400,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190423074457513,2019,31.973913,-94.001827,10500,Straight,Business,Single,Passenger Car,No Injury
LA19190423172204587,2019,29.958741,-90.083791,16700,Straight,Business,Single,Suv,No Injury
LA19190424032340048,2019,29.782101,-90.820173,22200,Straight,Business,Single,Other,No Injury
LA19190424132245503,2019,29.852867,-91.534876,1700,Straight,Residential,Single,Suv,No Injury
LA19190424211909903,2019,30.229278,-92.030438,23000,Straight,Business,Two or more,Suv,No Injury
LA19190425104007823,2019,32.520193,-93.716964,24000,Straight,Business,Two or more,Other,No Injury
LA19190425122333633,2019,30.211671,-92.372033,7700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19190427182144983,2019,30.039797,-90.75033,0,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19190428154524794,2019,29.756369,-91.405653,2400,Straight,Residential,Two or more,Passenger Car,Injury
LA19190430122319990,2019,29.906834,-90.062094,78600,Straight,Business,Single,Truck/Trailer,No Injury
LA19190430151150992,2019,30.215651,-93.380797,65500,Straight,Open Country,Single,Truck/Trailer,No Injury
LA19190430201804042,2019,30.210875,-92.654973,4500,Straight,Residential,Two or more,Passenger Car,No Injury
LA19190501064410176,2019,32.416632,-93.797528,46000,Straight,Other,Single,Truck/Trailer,No Injury
